"","cell_id","Epithelial_cluster","inferCNV_annotation"
"4645","O15_B003775","epithelial 5","tumor"
"4646","O15_B003776","epithelial 5","tumor"
"4647","O16_1001000339","epithelial 13","tumor"
"4648","O16_1001000340","epithelial 13","tumor"
"4649","O16_1001000407","epithelial 0","tumor"
"4650","O16_1001000408","epithelial 0","tumor"
"4651","O16_1001000412","epithelial 0","tumor"
"4652","O16_B000420","epithelial 6","tumor"
"4653","O16_B000422","epithelial 6","tumor"
"4654","O16_B001007","epithelial 2","nontumor"
"4655","O16_B003112","epithelial 15","nontumor"
"4656","O16_B003116","epithelial 3","tumor"
"4657","O16_B003120","epithelial 3","tumor"
"4658","O16_B003125","epithelial 10","nontumor"
"4659","O16_B003129","epithelial 10","tumor"
"4660","O16_B003187","epithelial 9","nontumor"
"4661","O16_B003518","epithelial 4","tumor"
"4662","O16_B003522","epithelial 2","nontumor"
"4663","O16_B003527","epithelial 8","tumor"
"4664","O16_B003528","epithelial 9","nontumor"
"4665","O16_B003775","epithelial 5","tumor"
"4666","O16_B003776","epithelial 5","tumor"
"4667","O16_B003777","epithelial 2","tumor"
"4668","O17_1001000339","epithelial 13","tumor"
"4669","O17_1001000340","epithelial 13","tumor"
"4670","O17_1001000407","epithelial 0","tumor"
"4671","O17_1001000408","epithelial 0","tumor"
"4672","O17_1001000412","epithelial 11","tumor"
"4673","O17_B000420","epithelial 6","nontumor"
"4674","O17_B001007","epithelial 2","nontumor"
"4675","O17_B002079","epithelial 15","nontumor"
"4676","O17_B003112","epithelial 3","tumor"
"4677","O17_B003116","epithelial 3","tumor"
"4678","O17_B003120","epithelial 3","tumor"
"4679","O17_B003518","epithelial 8","tumor"
"4680","O17_B003522","epithelial 4","tumor"
"4681","O17_B003527","epithelial 8","tumor"
"4682","O17_B003528","epithelial 9","nontumor"
"4683","O17_B003529","epithelial 4","tumor"
"4684","O17_B003775","epithelial 5","tumor"
"4685","O17_B003776","epithelial 5","tumor"
"4686","O17_B003920","epithelial 20","tumor"
"4687","O18_1001000339","epithelial 13","tumor"
"4688","O18_1001000407","epithelial 0","tumor"
"4689","O18_1001000408","epithelial 0","tumor"
"4690","O18_1001000412","epithelial 11","tumor"
"4691","O18_B000420","epithelial 6","nontumor"
"4692","O18_B001007","epithelial 6","nontumor"
"4693","O18_B001554","epithelial 9","nontumor"
"4694","O18_B002077","epithelial 1","nontumor"
"4695","O18_B002079","epithelial 6","tumor"
"4696","O18_B003112","epithelial 3","tumor"
"4697","O18_B003116","epithelial 22","nontumor"
"4698","O18_B003120","epithelial 3","tumor"
"4699","O18_B003125","epithelial 9","nontumor"
"4700","O18_B003518","epithelial 4","tumor"
"4701","O18_B003527","epithelial 8","tumor"
"4702","O18_B003776","epithelial 5","tumor"
"4703","O18_B003777","epithelial 5","tumor"
"4704","O19_1001000407","epithelial 0","tumor"
"4705","O19_1001000408","epithelial 0","tumor"
"4706","O19_1001000412","epithelial 11","tumor"
"4707","O19_B000420","epithelial 1","nontumor"
"4708","O19_B002074","epithelial 1","nontumor"
"4709","O19_B002077","epithelial 6","tumor"
"4710","O19_B003067","epithelial 2","tumor"
"4711","O19_B003070","epithelial 13","tumor"
"4712","O19_B003112","epithelial 15","nontumor"
"4713","O19_B003116","epithelial 15","nontumor"
"4714","O19_B003120","epithelial 3","tumor"
"4715","O19_B003527","epithelial 8","tumor"
"4716","O19_B003528","epithelial 9","nontumor"
"4717","O19_B003647","epithelial 19","tumor"
"4718","O19_B003776","epithelial 5","tumor"
"4719","O1_1001000407","epithelial 0","tumor"
"4720","O1_1001000408","epithelial 0","tumor"
"4721","O1_B000260","epithelial 2","tumor"
"4722","O1_B000863","epithelial 16","tumor"
"4723","O1_B001617","epithelial 2","nontumor"
"4724","O1_B003125","epithelial 10","tumor"
"4725","O1_B003132","epithelial 1","nontumor"
"4726","O1_B003187","epithelial 1","nontumor"
"4727","O1_B003191","epithelial 10","tumor"
"4728","O1_B003648","epithelial 19","tumor"
"4729","O1_B003659","epithelial 19","tumor"
"4730","O20_1001000339","epithelial 13","tumor"
"4731","O20_1001000407","epithelial 0","tumor"
"4732","O20_1001000408","epithelial 0","tumor"
"4733","O20_1001000412","epithelial 0","tumor"
"4734","O20_B001007","epithelial 2","nontumor"
"4735","O20_B001558","epithelial 9","nontumor"
"4736","O20_B003105","epithelial 11","tumor"
"4737","O20_B003112","epithelial 3","tumor"
"4738","O20_B003120","epithelial 3","tumor"
"4739","O20_B003518","epithelial 4","tumor"
"4740","O20_B003522","epithelial 4","tumor"
"4741","O20_B003527","epithelial 8","nontumor"
"4742","O20_B003528","epithelial 9","nontumor"
"4743","O20_B003588","epithelial 4","tumor"
"4744","O20_B003771","epithelial 1","nontumor"
"4745","O20_B003775","epithelial 5","tumor"
"4746","O20_B003894","epithelial 15","nontumor"
"4747","O21_1001000339","epithelial 13","tumor"
"4748","O21_1001000407","epithelial 0","tumor"
"4749","O21_1001000408","epithelial 0","tumor"
"4750","O21_1001000412","epithelial 11","tumor"
"4751","O21_B002079","epithelial 2","nontumor"
"4752","O21_B003071","epithelial 2","tumor"
"4753","O21_B003112","epithelial 3","tumor"
"4754","O21_B003116","epithelial 15","nontumor"
"4755","O21_B003120","epithelial 15","nontumor"
"4756","O21_B003518","epithelial 8","tumor"
"4757","O21_B003527","epithelial 8","tumor"
"4758","O21_B003528","epithelial 9","nontumor"
"4759","O21_B003529","epithelial 4","tumor"
"4760","O21_B003646","epithelial 2","nontumor"
"4761","O21_B003775","epithelial 5","tumor"
"4762","O21_B003776","epithelial 5","tumor"
"4763","O21_B003777","epithelial 2","tumor"
"4764","O22_1001000339","epithelial 13","tumor"
"4765","O22_1001000407","epithelial 0","tumor"
"4766","O22_1001000408","epithelial 0","tumor"
"4767","O22_1001000412","epithelial 0","tumor"
"4768","O22_B000422","epithelial 6","nontumor"
"4769","O22_B003112","epithelial 15","nontumor"
"4770","O22_B003120","epithelial 3","tumor"
"4771","O22_B003527","epithelial 8","tumor"
"4772","O22_B003528","epithelial 9","nontumor"
"4773","O22_B003529","epithelial 4","tumor"
"4774","O22_B003775","epithelial 2","tumor"
"4775","O22_B003776","epithelial 5","tumor"
"4776","O22_B003777","epithelial 5","tumor"
"4777","O22_B003894","epithelial 20","tumor"
"4778","O22_B003995","epithelial 20","tumor"
"4779","O23_1001000377","epithelial 17","tumor"
"4780","O24_1001000377","epithelial 17","tumor"
"4781","O2_1001000340","epithelial 13","tumor"
"4782","O2_B000260","epithelial 2","tumor"
"4783","O2_B001558","epithelial 7","nontumor"
"4784","O2_B003125","epithelial 10","tumor"
"4785","O2_B003129","epithelial 1","nontumor"
"4786","O2_B003132","epithelial 1","nontumor"
"4787","O2_B003187","epithelial 10","tumor"
"4788","O2_B003648","epithelial 2","tumor"
"4789","O2_B003658","epithelial 2","nontumor"
"4790","O2_B003659","epithelial 19","tumor"
"4791","O3_1001000407","epithelial 0","tumor"
"4792","O3_1001000408","epithelial 0","tumor"
"4793","O3_1001000412","epithelial 0","tumor"
"4794","O3_B000862","epithelial 14","tumor"
"4795","O3_B001464","epithelial 18","tumor"
"4796","O3_B001548","epithelial 15","nontumor"
"4797","O3_B002090","epithelial 9","nontumor"
"4798","O3_B003126","epithelial 7","nontumor"
"4799","O3_B003129","epithelial 10","tumor"
"4800","O3_B003132","epithelial 1","nontumor"
"4801","O3_B003187","epithelial 1","nontumor"
"4802","O3_B003659","epithelial 19","tumor"
"4803","O3_B003995","epithelial 20","tumor"
"4804","O4_1001000407","epithelial 0","tumor"
"4805","O4_1001000408","epithelial 0","tumor"
"4806","O4_1001000412","epithelial 0","tumor"
"4807","O4_B000863","epithelial 14","nontumor"
"4808","O4_B001558","epithelial 1","nontumor"
"4809","O4_B003126","epithelial 1","nontumor"
"4810","O4_B003132","epithelial 10","tumor"
"4811","O4_B003187","epithelial 10","tumor"
"4812","O4_B003648","epithelial 19","tumor"
"4813","O5_1001000407","epithelial 0","tumor"
"4814","O5_1001000408","epithelial 0","tumor"
"4815","O5_1001000412","epithelial 0","tumor"
"4816","O5_B000863","epithelial 16","tumor"
"4817","O5_B001548","epithelial 17","tumor"
"4818","O5_B003125","epithelial 1","nontumor"
"4819","O5_B003126","epithelial 2","tumor"
"4820","O5_B003129","epithelial 7","nontumor"
"4821","O5_B003187","epithelial 7","nontumor"
"4822","O5_B003191","epithelial 10","tumor"
"4823","O5_B003995","epithelial 7","nontumor"
"4824","O6_1001000407","epithelial 0","tumor"
"4825","O6_1001000408","epithelial 0","tumor"
"4826","O6_1001000412","epithelial 0","tumor"
"4827","O6_B000863","epithelial 14","tumor"
"4828","O6_B001470","epithelial 5","tumor"
"4829","O6_B001543","epithelial 17","tumor"
"4830","O6_B001554","epithelial 1","nontumor"
"4831","O6_B001558","epithelial 1","nontumor"
"4832","O6_B003126","epithelial 7","nontumor"
"4833","O6_B003129","epithelial 1","nontumor"
"4834","O6_B003132","epithelial 1","nontumor"
"4835","O6_B003187","epithelial 10","tumor"
"4836","O6_B003191","epithelial 1","nontumor"
"4837","O7_1001000340","epithelial 13","tumor"
"4838","O7_1001000407","epithelial 0","tumor"
"4839","O7_1001000408","epithelial 0","tumor"
"4840","O7_1001000412","epithelial 0","tumor"
"4841","O7_B000861","epithelial 16","tumor"
"4842","O7_B001470","epithelial 5","tumor"
"4843","O7_B001545","epithelial 2","nontumor"
"4844","O7_B003125","epithelial 1","nontumor"
"4845","O7_B003129","epithelial 10","tumor"
"4846","O7_B003187","epithelial 10","tumor"
"4847","O7_B003191","epithelial 10","tumor"
"4848","O7_B003518","epithelial 8","tumor"
"4849","O7_B003527","epithelial 8","tumor"
"4850","O7_B003894","epithelial 9","nontumor"
"4851","O8_1001000340","epithelial 13","tumor"
"4852","O8_1001000407","epithelial 0","tumor"
"4853","O8_1001000408","epithelial 0","tumor"
"4854","O8_1001000412","epithelial 0","tumor"
"4855","O8_B000861","epithelial 14","nontumor"
"4856","O8_B001545","epithelial 3","tumor"
"4857","O8_B001548","epithelial 15","nontumor"
"4858","O8_B001558","epithelial 1","nontumor"
"4859","O8_B003119","epithelial 3","tumor"
"4860","O8_B003126","epithelial 10","tumor"
"4861","O8_B003129","epithelial 1","nontumor"
"4862","O8_B003132","epithelial 1","nontumor"
"4863","O8_B003187","epithelial 15","nontumor"
"4864","O8_B003191","epithelial 1","nontumor"
"4865","O8_B003518","epithelial 4","tumor"
"4866","O8_B003527","epithelial 4","tumor"
"4867","O8_B003528","epithelial 1","nontumor"
"4868","O8_B003648","epithelial 19","tumor"
"4869","O9_1001000407","epithelial 0","tumor"
"4870","O9_1001000408","epithelial 0","tumor"
"4871","O9_1001000412","epithelial 0","tumor"
"4872","O9_B000861","epithelial 16","tumor"
"4873","O9_B000863","epithelial 14","nontumor"
"4874","O9_B001007","epithelial 2","nontumor"
"4875","O9_B001545","epithelial 2","nontumor"
"4876","O9_B001558","epithelial 7","nontumor"
"4877","O9_B002090","epithelial 3","tumor"
"4878","O9_B003119","epithelial 3","tumor"
"4879","O9_B003518","epithelial 4","tumor"
"4880","O9_B003527","epithelial 8","tumor"
"4881","O9_B003528","epithelial 1","nontumor"
"4882","O9_B003529","epithelial 4","tumor"
"4883","P10_1001000407","epithelial 0","tumor"
"4884","P10_1001000408","epithelial 0","tumor"
"4885","P10_1001000412","epithelial 11","tumor"
"4886","P10_B000419","epithelial 23","nontumor"
"4887","P10_B000861","epithelial 16","tumor"
"4888","P10_B000863","epithelial 14","tumor"
"4889","P10_B001470","epithelial 5","tumor"
"4890","P10_B001474","epithelial 5","tumor"
"4891","P10_B001543","epithelial 17","tumor"
"4892","P10_B001545","epithelial 2","nontumor"
"4893","P10_B003191","epithelial 9","nontumor"
"4894","P10_B003518","epithelial 4","tumor"
"4895","P10_B003522","epithelial 4","tumor"
"4896","P10_B003527","epithelial 8","tumor"
"4897","P10_B003528","epithelial 17","tumor"
"4898","P10_B003588","epithelial 8","tumor"
"4899","P10_B003656","epithelial 1","nontumor"
"4900","P11_1001000340","epithelial 13","tumor"
"4901","P11_1001000407","epithelial 0","tumor"
"4902","P11_1001000408","epithelial 0","tumor"
"4903","P11_1001000412","epithelial 0","tumor"
"4904","P11_B000419","epithelial 23","nontumor"
"4905","P11_B000580","epithelial 2","nontumor"
"4906","P11_B000861","epithelial 16","tumor"
"4907","P11_B001543","epithelial 2","nontumor"
"4908","P11_B001548","epithelial 2","nontumor"
"4909","P11_B002077","epithelial 6","nontumor"
"4910","P11_B003119","epithelial 3","tumor"
"4911","P11_B003518","epithelial 4","tumor"
"4912","P11_B003523","epithelial 1","nontumor"
"4913","P11_B003529","epithelial 4","tumor"
"4914","P12_1001000340","epithelial 13","tumor"
"4915","P12_1001000407","epithelial 11","tumor"
"4916","P12_1001000408","epithelial 0","tumor"
"4917","P12_1001000412","epithelial 0","tumor"
"4918","P12_B000419","epithelial 23","nontumor"
"4919","P12_B003120","epithelial 22","nontumor"
"4920","P12_B003518","epithelial 8","tumor"
"4921","P12_B003527","epithelial 4","tumor"
"4922","P12_B003588","epithelial 8","tumor"
"4923","P12_B003656","epithelial 1","nontumor"
"4924","P12_B003775","epithelial 5","tumor"
"4925","P12_B003776","epithelial 5","tumor"
"4926","P12_B003777","epithelial 5","tumor"
"4927","P13_1001000339","epithelial 13","tumor"
"4928","P13_1001000407","epithelial 0","tumor"
"4929","P13_1001000408","epithelial 0","tumor"
"4930","P13_1001000409","epithelial 0","tumor"
"4931","P13_1001000412","epithelial 11","tumor"
"4932","P13_B000419","epithelial 23","nontumor"
"4933","P13_B000420","epithelial 6","tumor"
"4934","P13_B003112","epithelial 14","tumor"
"4935","P13_B003116","epithelial 3","nontumor"
"4936","P13_B003120","epithelial 3","tumor"
"4937","P13_B003518","epithelial 8","tumor"
"4938","P13_B003527","epithelial 4","tumor"
"4939","P13_B003656","epithelial 1","nontumor"
"4940","P13_B003776","epithelial 5","tumor"
"4941","P13_B003930","epithelial 14","nontumor"
"4942","P14_1001000339","epithelial 13","tumor"
"4943","P14_1001000407","epithelial 0","tumor"
"4944","P14_1001000408","epithelial 0","tumor"
"4945","P14_1001000412","epithelial 0","tumor"
"4946","P14_B000419","epithelial 23","nontumor"
"4947","P14_B002097","epithelial 1","nontumor"
"4948","P14_B003112","epithelial 3","tumor"
"4949","P14_B003116","epithelial 15","nontumor"
"4950","P14_B003120","epithelial 3","nontumor"
"4951","P14_B003125","epithelial 1","nontumor"
"4952","P14_B003132","epithelial 7","nontumor"
"4953","P14_B003187","epithelial 10","tumor"
"4954","P14_B003191","epithelial 1","nontumor"
"4955","P14_B003518","epithelial 4","tumor"
"4956","P14_B003522","epithelial 8","nontumor"
"4957","P14_B003527","epithelial 4","tumor"
"4958","P14_B003656","epithelial 1","nontumor"
"4959","P14_B003775","epithelial 5","tumor"
"4960","P14_B003776","epithelial 5","tumor"
"4961","P15_1001000407","epithelial 0","tumor"
"4962","P15_1001000408","epithelial 0","tumor"
"4963","P15_1001000412","epithelial 11","tumor"
"4964","P15_B000419","epithelial 23","nontumor"
"4965","P15_B000422","epithelial 6","tumor"
"4966","P15_B003105","epithelial 14","nontumor"
"4967","P15_B003120","epithelial 3","tumor"
"4968","P15_B003187","epithelial 10","tumor"
"4969","P15_B003527","epithelial 4","tumor"
"4970","P15_B003658","epithelial 25","tumor"
"4971","P15_B003771","epithelial 2","nontumor"
"4972","P15_B003776","epithelial 5","tumor"
"4973","P15_B003777","epithelial 2","nontumor"
"4974","P16_1001000339","epithelial 13","tumor"
"4975","P16_1001000340","epithelial 13","tumor"
"4976","P16_1001000407","epithelial 0","tumor"
"4977","P16_1001000408","epithelial 0","tumor"
"4978","P16_1001000412","epithelial 11","tumor"
"4979","P16_B000419","epithelial 23","nontumor"
"4980","P16_B000420","epithelial 6","tumor"
"4981","P16_B000422","epithelial 6","nontumor"
"4982","P16_B002077","epithelial 1","nontumor"
"4983","P16_B003044","epithelial 2","nontumor"
"4984","P16_B003116","epithelial 3","tumor"
"4985","P16_B003120","epithelial 3","tumor"
"4986","P16_B003129","epithelial 1","nontumor"
"4987","P16_B003518","epithelial 8","tumor"
"4988","P16_B003775","epithelial 2","tumor"
"4989","P16_B003776","epithelial 11","tumor"
"4990","P16_B003777","epithelial 5","tumor"
"4991","P16_B003920","epithelial 20","tumor"
"4992","P16_B003995","epithelial 20","tumor"
"4993","P17_1001000340","epithelial 13","tumor"
"4994","P17_1001000407","epithelial 0","tumor"
"4995","P17_1001000408","epithelial 0","tumor"
"4996","P17_B000419","epithelial 23","nontumor"
"4997","P17_B000422","epithelial 6","tumor"
"4998","P17_B003112","epithelial 3","tumor"
"4999","P17_B003120","epithelial 3","tumor"
"5000","P17_B003191","epithelial 9","nontumor"
"5001","P17_B003518","epithelial 4","tumor"
"5002","P17_B003527","epithelial 4","tumor"
"5003","P17_B003588","epithelial 4","tumor"
"5004","P17_B003656","epithelial 1","nontumor"
"5005","P17_B003776","epithelial 5","tumor"
"5006","P17_B003777","epithelial 2","tumor"
"5007","P17_B003920","epithelial 1","nontumor"
"5008","P17_B003995","epithelial 20","tumor"
"5009","P18_1001000339","epithelial 13","tumor"
"5010","P18_1001000407","epithelial 0","tumor"
"5011","P18_1001000408","epithelial 0","tumor"
"5012","P18_1001000412","epithelial 0","tumor"
"5013","P18_B000419","epithelial 23","nontumor"
"5014","P18_B002079","epithelial 6","tumor"
"5015","P18_B002097","epithelial 1","nontumor"
"5016","P18_B003116","epithelial 3","nontumor"
"5017","P18_B003518","epithelial 8","tumor"
"5018","P18_B003529","epithelial 2","nontumor"
"5019","P18_B003656","epithelial 1","nontumor"
"5020","P18_B003930","epithelial 9","nontumor"
"5021","P18_B003995","epithelial 1","nontumor"
"5022","P19_1001000407","epithelial 0","tumor"
"5023","P19_1001000408","epithelial 0","tumor"
"5024","P19_1001000412","epithelial 11","tumor"
"5025","P19_B000419","epithelial 23","nontumor"
"5026","P19_B000422","epithelial 1","nontumor"
"5027","P19_B002074","epithelial 7","nontumor"
"5028","P19_B002079","epithelial 6","tumor"
"5029","P19_B003112","epithelial 3","tumor"
"5030","P19_B003116","epithelial 3","tumor"
"5031","P19_B003120","epithelial 3","tumor"
"5032","P19_B003518","epithelial 4","tumor"
"5033","P19_B003522","epithelial 4","tumor"
"5034","P19_B003646","epithelial 2","nontumor"
"5035","P19_B003647","epithelial 9","tumor"
"5036","P19_B003656","epithelial 1","nontumor"
"5037","P19_B003775","epithelial 5","tumor"
"5038","P19_B003776","epithelial 5","tumor"
"5039","P1_1001000408","epithelial 0","tumor"
"5040","P1_1001000412","epithelial 0","tumor"
"5041","P1_B000419","epithelial 9","nontumor"
"5042","P1_B001543","epithelial 2","nontumor"
"5043","P1_B003126","epithelial 1","nontumor"
"5044","P1_B003129","epithelial 10","tumor"
"5045","P1_B003132","epithelial 10","nontumor"
"5046","P1_B003187","epithelial 1","nontumor"
"5047","P1_B003648","epithelial 19","tumor"
"5048","P20_1001000339","epithelial 13","tumor"
"5049","P20_1001000407","epithelial 0","tumor"
"5050","P20_1001000408","epithelial 0","tumor"
"5051","P20_1001000412","epithelial 11","tumor"
"5052","P20_B000419","epithelial 23","nontumor"
"5053","P20_B000420","epithelial 6","nontumor"
"5054","P20_B003112","epithelial 3","tumor"
"5055","P20_B003120","epithelial 3","tumor"
"5056","P20_B003518","epithelial 4","tumor"
"5057","P20_B003522","epithelial 4","tumor"
"5058","P20_B003656","epithelial 1","nontumor"
"5059","P20_B003776","epithelial 5","tumor"
"5060","P20_B003920","epithelial 20","tumor"
"5061","P20_B003995","epithelial 1","nontumor"
"5062","P21_1001000339","epithelial 13","tumor"
"5063","P21_1001000407","epithelial 0","tumor"
"5064","P21_1001000408","epithelial 0","tumor"
"5065","P21_1001000412","epithelial 0","tumor"
"5066","P21_B000419","epithelial 23","nontumor"
"5067","P21_B000422","epithelial 6","tumor"
"5068","P21_B000862","epithelial 14","nontumor"
"5069","P21_B002073","epithelial 1","nontumor"
"5070","P21_B002079","epithelial 6","tumor"
"5071","P21_B003116","epithelial 3","tumor"
"5072","P21_B003120","epithelial 3","tumor"
"5073","P21_B003527","epithelial 4","tumor"
"5074","P21_B003588","epithelial 2","nontumor"
"5075","P21_B003776","epithelial 5","tumor"
"5076","P22_1001000339","epithelial 13","tumor"
"5077","P22_1001000407","epithelial 0","tumor"
"5078","P22_1001000412","epithelial 0","tumor"
"5079","P22_B000419","epithelial 23","nontumor"
"5080","P22_B000422","epithelial 1","nontumor"
"5081","P22_B002079","epithelial 2","nontumor"
"5082","P22_B002097","epithelial 7","nontumor"
"5083","P22_B003112","epithelial 3","tumor"
"5084","P22_B003116","epithelial 3","tumor"
"5085","P22_B003120","epithelial 3","tumor"
"5086","P22_B003518","epithelial 8","tumor"
"5087","P22_B003527","epithelial 4","tumor"
"5088","P22_B003654","epithelial 10","tumor"
"5089","P22_B003656","epithelial 1","nontumor"
"5090","P22_B003775","epithelial 5","tumor"
"5091","P22_B003776","epithelial 5","tumor"
"5092","P22_B003777","epithelial 2","tumor"
"5093","P22_B003894","epithelial 20","tumor"
"5094","P2_1001000340","epithelial 13","tumor"
"5095","P2_1001000408","epithelial 0","tumor"
"5096","P2_B000419","epithelial 9","nontumor"
"5097","P2_B000861","epithelial 16","tumor"
"5098","P2_B001464","epithelial 18","nontumor"
"5099","P2_B002090","epithelial 2","nontumor"
"5100","P2_B003125","epithelial 10","tumor"
"5101","P2_B003132","epithelial 10","tumor"
"5102","P2_B003191","epithelial 10","tumor"
"5103","P2_B003656","epithelial 1","nontumor"
"5104","P2_B003658","epithelial 25","tumor"
"5105","P2_B003995","epithelial 3","tumor"
"5106","P3_1001000407","epithelial 0","tumor"
"5107","P3_1001000408","epithelial 0","tumor"
"5108","P3_1001000412","epithelial 0","tumor"
"5109","P3_B000419","epithelial 23","nontumor"
"5110","P3_B000861","epithelial 16","tumor"
"5111","P3_B000862","epithelial 14","nontumor"
"5112","P3_B000863","epithelial 14","tumor"
"5113","P3_B001559","epithelial 17","tumor"
"5114","P3_B002090","epithelial 9","nontumor"
"5115","P3_B003126","epithelial 1","nontumor"
"5116","P3_B003129","epithelial 10","tumor"
"5117","P3_B003132","epithelial 10","tumor"
"5118","P3_B003187","epithelial 15","nontumor"
"5119","P3_B003191","epithelial 1","nontumor"
"5120","P4_1001000407","epithelial 0","tumor"
"5121","P4_1001000408","epithelial 0","tumor"
"5122","P4_1001000411","epithelial 2","nontumor"
"5123","P4_1001000412","epithelial 11","tumor"
"5124","P4_B000419","epithelial 23","nontumor"
"5125","P4_B000861","epithelial 16","tumor"
"5126","P4_B001554","epithelial 7","nontumor"
"5127","P4_B002090","epithelial 9","nontumor"
"5128","P4_B003115","epithelial 9","nontumor"
"5129","P4_B003132","epithelial 1","nontumor"
"5130","P4_B003187","epithelial 7","nontumor"
"5131","P4_B003658","epithelial 25","tumor"
"5132","P5_1001000407","epithelial 0","tumor"
"5133","P5_1001000408","epithelial 11","tumor"
"5134","P5_1001000409","epithelial 9","tumor"
"5135","P5_1001000412","epithelial 0","tumor"
"5136","P5_B000419","epithelial 23","nontumor"
"5137","P5_B000422","epithelial 9","nontumor"
"5138","P5_B000861","epithelial 16","tumor"
"5139","P5_B000863","epithelial 14","nontumor"
"5140","P5_B001543","epithelial 11","tumor"
"5141","P5_B001548","epithelial 17","tumor"
"5142","P5_B003125","epithelial 1","nontumor"
"5143","P5_B003129","epithelial 1","nontumor"
"5144","P5_B003187","epithelial 1","nontumor"
"5145","P5_B003191","epithelial 1","nontumor"
"5146","P6_1001000407","epithelial 0","tumor"
"5147","P6_1001000408","epithelial 0","tumor"
"5148","P6_1001000412","epithelial 0","tumor"
"5149","P6_B000419","epithelial 23","nontumor"
"5150","P6_B000861","epithelial 14","tumor"
"5151","P6_B000863","epithelial 16","tumor"
"5152","P6_B001543","epithelial 2","nontumor"
"5153","P6_B001558","epithelial 7","nontumor"
"5154","P6_B003103","epithelial 9","nontumor"
"5155","P6_B003129","epithelial 10","tumor"
"5156","P6_B003132","epithelial 1","nontumor"
"5157","P6_B003187","epithelial 1","nontumor"
"5158","P6_B003191","epithelial 15","nontumor"
"5159","P7_1001000407","epithelial 0","tumor"
"5160","P7_1001000408","epithelial 11","tumor"
"5161","P7_1001000412","epithelial 0","tumor"
"5162","P7_B000419","epithelial 23","nontumor"
"5163","P7_B000861","epithelial 16","tumor"
"5164","P7_B001543","epithelial 15","nontumor"
"5165","P7_B001554","epithelial 1","nontumor"
"5166","P7_B003125","epithelial 1","nontumor"
"5167","P7_B003132","epithelial 10","tumor"
"5168","P7_B003187","epithelial 1","nontumor"
"5169","P7_B003518","epithelial 4","tumor"
"5170","P7_B003523","epithelial 17","tumor"
"5171","P7_B003527","epithelial 4","tumor"
"5172","P7_B003648","epithelial 19","tumor"
"5173","P7_B003656","epithelial 1","nontumor"
"5174","P8_1001000407","epithelial 0","tumor"
"5175","P8_1001000408","epithelial 11","tumor"
"5176","P8_1001000412","epithelial 0","tumor"
"5177","P8_B000419","epithelial 23","nontumor"
"5178","P8_B000861","epithelial 16","tumor"
"5179","P8_B001545","epithelial 2","nontumor"
"5180","P8_B001558","epithelial 1","nontumor"
"5181","P8_B003125","epithelial 1","nontumor"
"5182","P8_B003132","epithelial 1","nontumor"
"5183","P8_B003187","epithelial 1","nontumor"
"5184","P8_B003191","epithelial 7","nontumor"
"5185","P8_B003518","epithelial 4","tumor"
"5186","P8_B003527","epithelial 8","tumor"
"5187","P8_B003995","epithelial 1","nontumor"
"5188","P9_1001000407","epithelial 0","tumor"
"5189","P9_1001000408","epithelial 0","tumor"
"5190","P9_B000419","epithelial 23","nontumor"
"5191","P9_B000861","epithelial 16","tumor"
"5192","P9_B000862","epithelial 14","tumor"
"5193","P9_B003518","epithelial 4","tumor"
"5194","P9_B003527","epithelial 4","tumor"
"5195","P9_B003577","epithelial 1","nontumor"
"5196","P9_B003656","epithelial 1","nontumor"
"5197","A10_B000561","epithelial 7","nontumor"
"5198","A10_B000568","epithelial 12","nontumor"
"5199","A10_B001544","epithelial 18","tumor"
"5200","A12_B002570","epithelial 12","nontumor"
"5201","A14_B000563","epithelial 7","nontumor"
"5202","A15_B003183","epithelial 12","nontumor"
"5203","A17_B002531","epithelial 15","nontumor"
"5204","A17_B003183","epithelial 12","nontumor"
"5205","A19_B003183","epithelial 18","tumor"
"5206","A1_B001546","epithelial 18","tumor"
"5207","A1_B002531","epithelial 12","nontumor"
"5208","A1_B002570","epithelial 1","nontumor"
"5209","A22_B000563","epithelial 7","nontumor"
"5210","A22_B003179","epithelial 12","nontumor"
"5211","A3_B002531","epithelial 12","nontumor"
"5212","A5_B000568","epithelial 12","nontumor"
"5213","A6_B000561","epithelial 12","nontumor"
"5214","A7_B000568","epithelial 12","nontumor"
"5215","A7_B002558","epithelial 1","nontumor"
"5216","A7_B002570","epithelial 3","nontumor"
"5217","A9_B002558","epithelial 7","nontumor"
"5218","B10_B002531","epithelial 9","nontumor"
"5219","B11_B000568","epithelial 12","nontumor"
"5220","B11_B002531","epithelial 9","nontumor"
"5221","B11_B002558","epithelial 7","nontumor"
"5222","B12_B002531","epithelial 9","nontumor"
"5223","B12_B003179","epithelial 1","nontumor"
"5224","B13_B002531","epithelial 9","nontumor"
"5225","B15_B003183","epithelial 12","nontumor"
"5226","B16_B000568","epithelial 12","nontumor"
"5227","B17_B000563","epithelial 7","nontumor"
"5228","B17_B003183","epithelial 12","nontumor"
"5229","B18_B003183","epithelial 18","tumor"
"5230","B1_B001546","epithelial 2","nontumor"
"5231","B20_B003183","epithelial 18","nontumor"
"5232","B21_B003183","epithelial 12","nontumor"
"5233","B2_B000568","epithelial 12","nontumor"
"5234","B2_B002570","epithelial 1","nontumor"
"5235","B3_B002531","epithelial 9","nontumor"
