lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
LPIN1	0	0	0	0	0.587597589808543	0	0
AIM1	0	0	0	0	0.709959761684204	0	0
ERLEC1	0	0	0	0	0.751520645568938	0	0
DCK	0	0	0	0	0.944202309394023	0	0
GPR171	0	0	0	0	0.477788734070481	0	0
IDI1	0	0	0	0	0.552946813970784	0	0
ALKBH5	0	0	0	0	0.533350118152899	0	0
NDEL1	0	0	0	0	0.711917705829528	0	0
DNM2	0	0	0	0	0.373745126061822	0	0
FUT8	0	0	0	0	0.465307306953516	0	0
EIF4EBP2	0	0	0	0	0.567944566868883	0	0
WDR1	0	0	0	0	0.46288187262275	0.87336221291482	0
FBXO32	0	0	0	0	0.563270029074656	0	0
URM1	0	0	0	0	0.667534637904807	0.4049704131495	0
TMEM167A	0	0	0	0	0.553977728648599	1.04101082094793	0
UBAP2	0	0	0	0	1.08365750509696	0	0
GNAI2	0	0	0	0	0.344206677060798	0.401780267722558	0
IQGAP1	0	0	0	0	0.621658977346778	0	0
LOC100190986	0	0	0	0	0.278086907443388	0	0
FAM69A	0	0	0	0	0.502899101554767	0	0
CHKA	0	0	0	0	0.703572446929797	0	0
LOC285074	0	0	0	0	0.828414474618964	0	0
SARAF	0	0	0	0	0.396457527857235	0	0
ATP6AP2	0	0	0	0	0.578337437582329	0	0
GALNT1	0	0	0	0	0.413730575433075	0.295863969928306	0
ACTN4	0	0	0	0	0.433013942494595	0.273726785736179	0.42233359221493
POLR2K	0	0	0	0	0.341110275184267	0.557377444857221	0
CCNH	0	0	0	0	0.419947892615398	0	0
SURF4	0	0	0	0	0.359857067502086	0	0
EID1	0	0	0	0	0.310124091073845	0	0
RNF115	0	0	0	0	0.561265269716913	0	0
HNRNPK	0	0	0	0	0.410703179470103	0.289331461455584	0
ELK4	0	0	0	0	0.378383761002276	0	0
RPS6KA3	0	0	0	0	0.506193235043551	0	0
JARID2	0	0	0	0	0.523158506085303	0	0
INIP	0	0	0	0	0.72342240756216	0.396911208555347	1.14527817344655
EPS15	0	0	0	0	0.694304566637139	0	0
CLNS1A	0	0	0	0	0.524028265778682	0.646335027024869	0
CUL3	0	0	0	0	0.596525318807934	0	0
LIMK2	0	0	0	0	0.940242123478068	0	0
ZMYM2	0	0	0	0	0.430085434676205	0	0
EIF2AK1	0	0	0	0	0.603646858659951	0.43490321081063	0
KPNA3	0	0	0	0	0.791649952061741	0	0
HIVEP1	0	0	0	0	1.09605821755332	0	0
GPR132	0	0	0	0	0.349023383551737	0	0
PPP2R3C	0	0	0	0	0.430946552275289	0	0
CERS5	0	0	0	0	0.47369049767862	0	0
CASS4	0	0	0	0	0.755983364538068	0	0
DCAF7	0	0	0	0	0.55372384838291	0	0
PTEN	0	0	0	0	0.815691974990257	0	0
CHD7	0	0	0	0	0.840252143033058	0	0
FLII	0	0	0	0	0.510787392983229	0	0
PTCD3	0	0	0	0	0.552686561444766	0	0
ATP6V0C	0	0	0	0	0.415934385992505	0	0
CNOT11	0	0	0	0	0.575996836937176	0	0
ADSS	0	0	0	0	0.529673434745088	0	0
THAP11	0	0	0	0	0.493061396279072	0	0
MED4	0	0	0	0	0.646936177296739	0	0
NFKB1	0	0	0	0	0.680565097990004	0	0.553769190260135
ETF1	0	0	0	0	0.509411991225305	0	0
CAPZB	0	0	0	0	0.453061231377005	0.340435067872363	0
RDH10	0	0	0	0	0.621408694575015	0.596497314260977	0
KLHL21	0	0	0	0	0.820728453619984	0	0
FAM104A	0	0	0	0	0.713307709192181	0.492329874629911	0
SESN3	0	0	0	0	0.827866353654722	0	0
C1orf122	0	0	0	0	0.472684104108374	0.461863494022972	0
CCR4	0	0	0	0	0.587043027062217	0	0
ANKRD13C	0	0	0	0	0.824023585351933	0	0
BRWD1	0	0	0	0	0.256960643178377	0	0
POLR3E	0	0	0	0	0.537590783202477	0	0
CDC42SE2	0	0	0	0	0.357582220179602	0	0
POLR1E	0	0	0	0	0.915676318137945	0	0
RASSF5	0	0	0	0	0.453539447635507	0	0
EPAS1	0	0	0	0	0.513676956374296	0	0
GATAD2B	0	0	0	0	0.358377565718826	0	0
PPP2CA	0	0	0	0	0.434928227660449	0	0
PMF1	0	0	0	0	0.357835857903164	0.474017381046376	0
TAF9	0	0	0	0	0.441530208511349	0.818125131409581	0
EIF1AY	0	0	0	0	0.471248457953772	1.35363301942379	1.06557360996343
WIPF1	0	0	0	0	0.628888702839378	0	0
TBC1D2B	0	0	0	0	0.433336716696365	0	0
PEBP1	0	0	0	0	0.276286640147505	0.308027388139593	0
EML4	0	0	0	0	0.38117715804924	0	0
DARS	0	0	0	0	0.501346148147866	0.320904084427132	0
NSUN4	0	0	0	0	0.296661120549889	0	0
TPM4	0	0	0	0	0.424651345233182	0.356458846647204	0
ATF6B	0	0	0	0	0.632004335283041	0	0
MAN1A1	0	0	0	0	0.745437723350936	0	0
PLEKHA3	0	0	0	0	0.812728854845907	0	0
MPRIP	0	0	0	0	0.610353598719096	0	0
DCTN6	0	0	0	0	0.580995584810148	0	0
POLB	0	0	0	0	0.68481224339789	0	0
DAP3	0	0	0	0	0.514799908599061	0	0
C11orf58	0	0	0	0	0.410820737422497	0	0
RASA1	0	0	0	0	0.331576490939078	0	0
MFHAS1	0	0	0	0	0.918900874869586	0.569288099975825	0
RASAL3	0	0	0	0	0.544072069199385	0	0
UBA2	0	0	0	0	0.496430392242765	0	0
DDB1	0	0	0	0	0.488728967293243	0	0
SLBP	0	0	0	0	0.506228525240435	0.489710215038519	0
ILF3	0	0	0	0	0.414058919663947	0.752870195241628	0
ZNF410	0	0	0	0	0.438814596503005	0	0
FAM101B	0	0	0	0	0.519587067677235	0	0
ARHGEF7	0	0	0	0	0.556017722964039	0	0
SPG21	0	0	0	0	0.625540605441882	0.373928176016908	0
FOXN2	0	0	0	0	0.742521197103795	0	0
PGAM1	0	0	0	0	0.399155782109333	1.21177952058302	0
SIAH2	0	0	0	0	0.415971769374133	0	0
PRCC	0	0	0	0	0.534963335533578	0.353314821422873	0
TRIM22	0	0	0	0	0.26161733407707	0	0
VIMP	0	0	0	0	0.365006465129271	0	0
SDCBP	0	0	0	0	0.426155154236289	0	0
CALCOCO2	0	0	0	0	0.542658323828208	0	0
IKZF1	0	0	0	0	0.348062090167311	0	0
SNX17	0	0	0	0	0.537736115042968	0.258787861129401	0
PIM1	0	0	0	0	0.659412632964265	0	0
ATF7IP2	0	0	0	0	0.405517797582562	0	0
LUC7L2	0	0	0	0	0.798185415150037	0	0
CTDSP2	0	0	0	0	0.333919206506057	0	0
ITGB2-AS1	0	0	0	0	0.294644405391394	0	0
PRR5	0	0	0	0	0.710743286937317	0	0
MAN2A1	0	0	0	0	0.602806878628615	0	0
TWF2	0	0	0	0	0.343124691933394	0.610814712675698	0.371431276278829
RCN2	0	0	0	0	0.697974111312746	0	0
ATXN7	0	0	0	0	0.489967627458483	0	0
NUP98	0	0	0	0	0.292453670191525	0	0
RABIF	0	0	0	0	0.274733683386356	0	0
MGAT4A	0	0	0	0	0.438249693841998	0	0
COPZ1	0	0	0	0	0.549013279147662	0.379399733731548	0
SYNCRIP	0	0	0	0	0.508096515491078	0.687225210976051	0
ARFGEF1	0	0	0	0	0.38795334413098	0	0
NUSAP1	0	0	0	0	0.422793562216345	2.20409092757948	0
GOLPH3	0	0	0	0	0.374053845493083	0	0
CD46	0	0	0	0	0.535003776620505	0	0
CDC5L	0	0	0	0	0.739972651056691	0.358249515097728	0
VAV1	0	0	0	0	0.581122784760057	0	0
TMEM50B	0	0	0	0	0.589271412859701	0	0
ARHGAP18	0	0	0	0	0.832451248656264	0	0
CSNK1A1	0	0	0	0	0.490742670603975	0	0
YTHDF3	0	0	0	0	0.489604149336945	0	0
IDH2	0	0	0	0	0.346982245112302	1.24675306362565	0.900870148797246
IL27RA	0	0	0	0	0.655463665620696	0	0
TCERG1	0	0	0	0	0.401588489819518	0.380490642519557	0
UBE2G1	0	0	0	0	0.322571775304907	0	0
HIPK1	0	0	0	0	0.559016076709639	0	0
HPCAL1	0	0	0	0	0.44878463273843	0	0
GPBP1	0	0	0	0	0.339755190951583	0	0
EMB	0	0	0	0	0.281177514353915	0	0
TDG	0	0	0	0	0.420809646319527	0.43650703558731	0
LINC-PINT	0	0	0	0	0.314956422842032	0	0
PTP4A2	0	0	0	0	0.318085724460305	0	0
VCP	0	0	0	0	0.561430001206817	0	0
HIAT1	0	0	0	0	0.442525644869842	0	0
ANKRD44	0	0	0	0	0.338871224687654	0	0
ANXA6	0	0	0	0	0.515798626439735	0.381283232354104	0
ELMO1	0	0	0	0	0.841238650958583	0	0
RBM7	0	0	0	0	0.386811211908786	0	0
RBBP4	0	0	0	0	0.611451958807323	0.527157085080457	0
RPIA	0	0	0	0	0.967700799664075	0.658932877100124	0
FYB	0	0	0	0	0.335999168701361	0	0
PCGF5	0	0	0	0	0.561723072451254	0	0
MAN2B1	0	0	0	0	0.711825195653351	0	0
PPP4R3A	0	0	0	0	0.564662433080158	0	0
ITM2A	0	0	0	0	0.335021355502585	0	0
MYH9	0	0	0	0	0.320184474041803	0	0
SNTB2	0	0	0	0	0.703004552922851	0	0
SECISBP2L	0	0	0	0	0.323168520506043	0	0.521583365668195
RAB11B	0	0	0	0	0.419679326424364	0	0
DLD	0	0	0	0	0.976507145878595	0.383211051530802	0
UBE2D3	0	0	0	0	0.373282508572392	0	0
SEPT2	0	0	0	0	0.600728953531946	0	0
SLMO2	0	0	0	0	0.382420267656459	0	0
PDS5A	0	0	0	0	0.48439251392869	0	0
JADE2	0	0	0	0	0.589364940602698	0	0
PTP4A1	0	0	0	0	0.448407999916465	0	0
NRIP1	0	0	0	0	0.74948271430756	0	0
PPP2R5D	0	0	0	0	0.364281206322235	0.337955845758423	0
RILPL2	0	0	0	0	0.2584386525514	0	0
TIMM17A	0	0	0	0	0.420907859690441	0.629169622541942	0
GDE1	0	0	0	0	0.471389424751406	0	0
CDK6	0	0	0	0	0.753682899095103	0.367897685809755	0
CBFB	0	0	0	0	0.57413876763033	0.533960640531909	0
VPS28	0	0	0	0	0.35715803849302	0	0
ZC3H12A	0	0	0	0	0.784031580684877	0	0
BRD4	0	0	0	0	0.455310945299437	0	0
PSMA6	0	0	0	0	0.346087049208631	0.91886035117577	0.410021787566683
SRPK1	0	0	0	0	0.413792619435506	0.413071121491344	0
LDLRAD4	0	0	0	0	0.411289770872417	0	0
PARP10	0	0	0	0	0.502316043122476	0	0
PI4KB	0	0	0	0	0.642364874808287	0	0
TUSC2	0	0	0	0	0.318768003557665	0	0
GPATCH8	0	0	0	0	0.413958539773693	0	0
G3BP1	0	0	0	0	0.278942038592985	0	0
CNIH4	0	0	0	0	0.35759624510472	0	0
EEF2	0	0	0	0	0.321422106639346	0	0
UBE2D2	0	0	0	0	0.439960159325136	0	0
RSBN1	0	0	0	0	0.459359044353801	0	0
TBL1XR1	0	0	0	0	0.26136756373789	0	0
YIF1A	0	0	0	0	0.527727154387583	0.913394428911992	0
ATG2A	0	0	0	0	0.429430168975758	0	0
PPP2R5C	0	0	0	0	0.279819285296605	0	0
PNKP	0	0	0	0	0.36111824514875	0	0
GRB2	0	0	0	0	0.251278324616849	0.285757980230996	0
NPIPB4	0	0	0	0	0.261580220454015	0	0
SMIM12	0	0	0	0	0.395062947729738	0	0
HNRNPR	0	0	0	0	0.365390205666317	0.606689774378093	0
ZNF184	0	0	0	0	0.752613887813675	0	0
NOTCH2	0	0	0	0	0.253382777988518	0	0
STIM2	0	0	0	0	0.360510521495099	0	0
SPG7	0	0	0	0	0.450105149042522	0	0
CAND1	0	0	0	0	0.503433078787042	0	0
ENSA	0	0	0	0	0.403079277365845	0	0
H2AFY	0	0	0	0	0.289791241196657	1.40186891213105	0
CAPN1	0	0	0	0	0.690624935456065	0	0
PDCD4	0	0	0	0	0.42191717275881	0	0
ARNTL	0	0	0	0	0.491733310952995	0	0
TM9SF2	0	0	0	0	0.434729498312577	0	0
BAD	0	0	0	0	0.35253981001739	0.28720060417246	0
SRSF8	0	0	0	0	0.488373558789736	0	0
XRCC5	0	0	0	0	0.331880622063643	0.546730753966191	0
SMC3	0	0	0	0	0.302146618887527	0.953357663091982	0
ARAF	0	0	0	0	0.620827282940333	0	0
TAP1	0	0	0	0	0.401390117492694	0	0
EMC10	0	0	0	0	0.307264342016134	0	0
C1orf52	0	0	0	0	0.462346077946473	0	0
CAPRIN1	0	0	0	0	0.757075545518586	0.411938403863425	0
PRKCB	0	0	0	0	0.263358662495076	0	0
PSMD6-AS2	0	0	0	0	0.390914371522483	0	0
KIAA0355	0	0	0	0	0.638906027040711	0	0
M6PR	0	0	0	0	0.404749742887717	0	0
HMG20B	0	0	0	0	0.414443018671454	0.805744678533918	0
DHX8	0	0	0	0	0.359667266924321	0	0
MAP4K4	0	0	0	0	0.261547681859213	0	0
XRCC6	0	0	0	0	0.462984066249869	0.532822828987025	0
MAP2K1	0	0	0	0	0.726521969475357	0	0
AP2M1	0	0	0	0	0.303791372466828	0.320543431057349	0
RABGEF1	0	0	0	0	0.359846677876746	0	0
BRD2	0	0	0	0	0.305637102918026	0	0
GIT1	0	0	0	0	1.2146907631673	0.298230969869068	0
CANX	0	0	0	0	0.357178154429571	0	0
WDR36	0	0	0	0	0.540825969828473	0	0
TMEM70	0	0	0	0	0.38950633669596	0.46819209964549	0
LOC613037	0	0	0	0	0.500090831572382	0	0
EFTUD2	0	0	0	0	0.639566263203507	0.521844603559256	0
SFPQ	0	0	0	0	0.388099683392308	0	0
AP3S1	0	0	0	0	0.376254219769962	0	0
PDIA6	0	0	0	0	0.312902099789105	0.817373555350316	0.4030045348353
PPP1CC	0	0	0	0	0.821179795955315	0.754091965728561	0.469356539997404
ARHGEF3	0	0	0	0	0.410479267292901	0	0
HCLS1	0	0	0	0	0.355702133482292	0	0
NUPL1	0	0	0	0	0.743309134579927	0	0
RBM3	0	0	0	0	0.343692492980662	0.379157837930568	0
USO1	0	0	0	0	0.972554120192292	0	0
AMFR	0	0	0	0	0.255282199471091	0	0
PDZD8	0	0	0	0	0.735856704556217	0	0
NPLOC4	0	0	0	0	0.926811917930923	0.275564964491519	0
USP34	0	0	0	0	0.48329930429386	0	0
BNIP3L	0	0	0	0	0.486616797465646	0	0
EIF3L	0	0	0	0	0.333792148564224	0	0
PTPN11	0	0	0	0	0.452553367608816	0	0
ELL	0	0	0	0	0.80229058908087	0	0
PLD3	0	0	0	0	0.87132814759486	0	0
RNF38	0	0	0	0	0.890612536477712	0	0
FAM160B1	0	0	0	0	0.852455295116094	0	0
FAM49B	0	0	0	0	0.459538743213918	0.350299047731712	0.316704144367051
EIF3B	0	0	0	0	0.420179504157628	0.355573571672643	0
LDHA	0	0	0	0	0.252542249847404	0.403812564036101	0
DAP	0	0	0	0	0.672112407055041	0.470322748424575	0
ADAR	0	0	0	0	0.333874700845315	0	0
REST	0	0	0	0	0.38862917206042	0	0
ARHGEF1	0	0	0	0	0.420762452253731	0	0
TARSL2	0	0	0	0	0.688896018086691	0	0
MICAL1	0	0	0	0	0.679625589667498	0	0
ARAP2	0	0	0	0	0.366650343731508	0	0
MBD4	0	0	0	0	0.329024680357424	0	0
SLC12A2	0	0	0	0	0.400843557586873	0	0
RPA3	0	0	0	0	0.317891152930645	1.31159337022939	0
PLEKHB2	0	0	0	0	0.398976936682718	0	0
SIGMAR1	0	0	0	0	0.40131826549564	0.507124184503596	0
PPP1R16B	0	0	0	0	0.281680781582055	0	0
NFATC2IP	0	0	0	0	0.344218187377354	0	0
MTCH1	0	0	0	0	0.426287904294967	0	0
ZFX	0	0	0	0	0.368631065970834	0	0
TBC1D15	0	0	0	0	0.432682964704655	0	0
ASXL1	0	0	0	0	0.371431643034986	0	0
CCDC64	0	0	0	0	0.572039134187605	0	0
UBE2L3	0	0	0	0	0.266913097160154	0.5864874865155	0
AGPAT3	0	0	0	0	0.34148274466396	0.275260908953125	0
NDNL2	0	0	0	0	0.29142360185635	0	0
ABTB1	0	0	0	0	0.526771215265221	0	0
DDX23	0	0	0	0	0.621792550381572	0	0
HIST1H2BK	0	0	0	0	0.319900898652075	0	0
TKT	0	0	0	0	0.51068442427167	0.825923915903147	0
PHYKPL	0	0	0	0	0.423868286170009	0	0
DEK	0	0	0	0	0.313352697830163	0.929419299642603	0
ITPKB	0	0	0	0	0.425981483078081	0	0
PPP1R7	0	0	0	0	0.2865533954652	0.684942949379069	0
FAM60A	0	0	0	0	0.448622556062086	0	0
DRG1	0	0	0	0	0.342968544969812	0.619239431911276	0
RIOK1	0	0	0	0	0.725719748559163	0	0
LGALS3BP	0	0	0	0	0.694084927966278	0	0
GPI	0	0	0	0	0.301737662553162	0.443943543684641	0
MRPL4	0	0	0	0	0.614360736017402	1.09766145394685	0
FAM210A	0	0	0	0	0.590232926261804	0.267177118774357	0
LARP1	0	0	0	0	0.286565329660895	0	0.315953712087364
PNPLA2	0	0	0	0	0.68865795497455	0	0
OGFR	0	0	0	0	0.353292459912579	0	0
SLC25A39	0	0	0	0	0.45633052405392	0.464333006946878	1.00772629758219
RAB7A	0	0	0	0	0.313701398395589	0	0
EIF4H	0	0	0	0	0.45465327722356	0	0
WSB2	0	0	0	0	0.667581316576167	0.809732782546629	0
PPA2	0	0	0	0	0.699679497737113	0.555762002859094	0
HADHA	0	0	0	0	0.442552569528139	0.315315476253221	0
MLXIP	0	0	0	0	0.500422182179915	0	0
TSN	0	0	0	0	0.469541475812001	0	0.851460847354528
WIPF2	0	0	0	0	0.403428974320764	0	0
CAP1	0	0	0	0	0.319168871356027	0.584809320852377	0
TNFSF13B	0	0	0	0	0.601656376358847	0	0
RBCK1	0	0	0	0	0.360329476248923	0	0
RNF139	0	0	0	0	0.431976481493177	0	0
RNF4	0	0	0	0	0.531295278972835	0	0
FAM13B	0	0	0	0	0.272625473777704	0	0
KIAA1109	0	0	0	0	0.563944619020453	0	0
CPSF6	0	0	0	0	0.562702911531703	0.380183632333281	0.674771434987589
GNA13	0	0	0	0	0.728408713644594	0	0
ARPC1B	0	0	0	0	0.287135695198929	0.9031080542138	0
BCCIP	0	0	0	0	0.253953002312167	0.400853717443904	0.804127217850549
KMT2C	0	0	0	0	0.255264861233067	0	0
OSBPL8	0	0	0	0	0.254061448576731	0	0
CD96	0	0	0	0	0.303552839036459	0	0
B3GALNT2	0	0	0	0	0.368874205697096	0	0
SNRNP70	0	0	0	0	0.256478741077254	0.760033541407335	0
RABGAP1L	0	0	0	0	0.311603382043833	0	0
YME1L1	0	0	0	0	0.320693016030857	0	0
EXOSC6	0	0	0	0	0.526864088455201	0	0
ORAI2	0	0	0	0	0.536317042979669	0	0
MAPRE1	0	0	0	0	0.409537302143248	0	0
NCOA7	0	0	0	0	0.371456252687306	0	0
PPP1R15B	0	0	0	0	0.320288385756329	0	0
GOT1	0	0	0	0	0.560943842013812	0	0
UBAC2	0	0	0	0	0.278969770759538	0	0
RAB5C	0	0	0	0	0.328702218096717	0	0
MAP4	0	0	0	0	0.471918257106101	0	0
TMEM243	0	0	0	0	0.29226408842238	0	0
SSU72	0	0	0	0	0.281001768837954	0.456680163309183	0
SRP72	0	0	0	0	0.320147934862959	0.342212474718031	0
GPAA1	0	0	0	0	0.370915372380573	0.684624541053722	0.652640590971001
STRAP	0	0	0	0	0.328878826641589	0	0.424893714859374
PPP6C	0	0	0	0	0.581944367204025	0	0
CEBPB	0	0	0	0	0.792442871176165	0	0
SAFB2	0	0	0	0	0.254994632419107	0	0
UBE2Z	0	0	0	0	0.782234067489287	0	0
TIFA	0	0	0	0	0.392138760335546	0.700247806509641	0
TRIP12	0	0	0	0	0.637392455502301	0	0
TFDP1	0	0	0	0	0.701202175019017	1.54549477811372	0
ZC3H4	0	0	0	0	0.299280681179471	0	0
SEPT1	0	0	0	0	0.338184166950837	0.370299731619581	0
DDX24	0	0	0	0	0.314935604748494	0	0
ASF1A	0	0	0	0	0.254316045054144	0	0
CRELD2	0	0	0	0	0.440167886731184	0.484519102385097	0.444456494158505
NPIPB11	0	0	0	0	0.451533968727354	0	0
HYOU1	0	0	0	0	0.925642475611677	0	0
PAF1	0	0	0	0	0.269718745950216	0	0
ERGIC3	0	0	0	0	0.300806408035979	0.297051572214852	0
EWSR1	0	0	0	0	0.385959669411215	0.750726759295828	0
MARCH7	0	0	0	0	0.270924928720854	0	0
ERAP1	0	0	0	0	0.424546397759068	0	0
TTC39C-AS1	0	0	0	0	0.294558553181944	0	0
TAP2	0	0	0	0	0.440316674950504	0.381132412637098	0.462592903348005
RAPGEF6	0	0	0	0	0.392467663260779	0	0
TMEM39A	0	0	0	0	0.480002102721763	0	0
TAF10	0	0	0	0	0.265565077663737	0.472829307456665	0
RAP1A	0	0	0	0	0.430397078429975	0	0
UBE3A	0	0	0	0	0.301233850264849	0	0
KAT6B	0	0	0	0	0.590859341089306	0	0
WSB1	0	0	0	0	0.257858682108111	0	0
GNL2	0	0	0	0	0.817364391651327	0.63555414045348	0
PDE3B	0	0	0	0	0.463651512821756	0	0
F8A1	0	0	0	0	0.525495268763921	0.643644866958144	0
SMARCA5	0	0	0	0	0.457152195524801	0	0
PSMD3	0	0	0	0	0.51090123970735	1.22252685044814	0.478898374645131
SMAP1	0	0	0	0	0.250466353408994	0	0
TM2D1	0	0	0	0	0.252422731525623	0	0
SLC25A44	0	0	0	0	0.496322211268905	0	0
BRD1	0	0	0	0	0.522296226364239	0	0
HNRNPA0	0	0	0	0	0.297182609962644	0	0
ZNF148	0	0	0	0	0.674928135973832	0	0
EFCAB14	0	0	0	0	0.267107652229685	0	0
ATAD2B	0	0	0	0	0.440604936769297	0	0
ARRDC2	0	0	0	0	0.3578647245884	0	0
KIF13B	0	0	0	0	0.454439073466098	0	0
FERMT3	0	0	0	0	0.259601745825355	0.365125024296558	0
HDAC3	0	0	0	0	0.397211463888772	0.593374518653588	0
FBXO34	0	0	0	0	0.316656178153539	0	0
BCL6	0	0	0	0	0.558576403899587	0	0
VPS4B	0	0	0	0	0.3240565290736	0	0
SF3B3	0	0	0	0	0.479395829332536	0.579077562770389	0
PREX1	0	0	0	0	0.356107903939114	0	0
GDI2	0	0	0	0	0.429544443492866	0.321088926264656	0
PCNP	0	0	0	0	0.341790646447127	0	0
CNOT8	0	0	0	0	0.323937740728629	0	0
ZC3H11A	0	0	0	0	0.385798682143934	0	0
ITSN2	0	0	0	0	0.340179167344552	0	0
SLC39A8	0	0	0	0	0.462339000077451	0	0
YARS	0	0	0	0	0.420573348446535	0.5453796125715	0
PLSCR1	0	0	0	0	0.282848481438805	0	1.08528637403085
EPRS	0	0	0	0	0.662898813748036	0	0
SFXN1	0	0	0	0	0.610211014263113	0.802259825738894	0
SF3B2	0	0	0	0	0.356232504209472	0.318267414758208	0
TMED2	0	0	0	0	0.355882020805719	0	0
MAST3	0	0	0	0	0.527318686431256	0	0
NDUFS2	0	0	0	0	0.485910849636456	0.729617128376563	0
IP6K2	0	0	0	0	0.278032892232403	0	0
PKN1	0	0	0	0	0.453208346390348	0	0
HDLBP	0	0	0	0	0.269488003813666	0	0
LRIG1	0	0	0	0	0.356970964588164	0	0
SLC7A6	0	0	0	0	0.300261601545287	0	0
PHACTR4	0	0	0	0	0.360088578280638	0.288833988701996	0
CCT8	0	0	0	0	0.315702323403253	0.961758796360886	0
LPAR2	0	0	0	0	0.656964509465811	0	0
COLGALT1	0	0	0	0	0.35935822296589	0.60025724424968	0.988067614482126
AUP1	0	0	0	0	0.360928522955012	0	0
NLRC5	0	0	0	0	0.279212700329083	0	0
POLR2J3	0	0	0	0	0.415203142449005	0	0
DNLZ	0	0	0	0	0.25764204076902	0	0
ADRBK1	0	0	0	0	0.268784308234389	0	0
UBE2V2	0	0	0	0	0.417503595787069	1.06296486451155	0
AMZ2	0	0	0	0	0.515278928181081	0.448830372054452	0
LRRC58	0	0	0	0	0.704476261875596	0	0
ATG13	0	0	0	0	0.30131442411009	0	0
SLC25A32	0	0	0	0	0.418372401140164	0	0
PRDX3	0	0	0	0	0.26332217570048	1.3143139502136	0
CYB5R3	0	0	0	0	0.397601122493793	0.344759262056523	0
MRPL12	0	0	0	0	0.439478009934798	0.973959867117729	0
FAM118A	0	0	0	0	0.273828028718879	0	0
RUNDC1	0	0	0	0	0.392963542779809	0	0
LMF2	0	0	0	0	0.456857426474495	0.646987271056866	0
VDAC1	0	0	0	0	0.416759830628131	1.03645871991884	0
C4orf3	0	0	0	0	0.302122305085876	0	0
TNPO3	0	0	0	0	0.43737154354834	0.252505960726329	0
WAPL	0	0	0	0	0.436475592443793	0	0
CSRP1	0	0	0	0	0.287567521671685	0.395247195367321	0
FLI1	0	0	0	0	0.345434805823001	0	0
TARS	0	0	0	0	0.591960562029854	0	0
RBM48	0	0	0	0	0.289708869466743	0	0
CBX4	0	0	0	0	0.379687764433962	0	0
DBNL	0	0	0	0	0.393059270015359	0.85175361695364	0
NCBP1	0	0	0	0	0.456173896100886	0	0
TCOF1	0	0	0	0	0.952047592540073	0.468346818161322	0
RBM42	0	0	0	0	0.272094144332629	0.505058480434008	0
PRKDC	0	0	0	0	0.348105621181577	0.420843529000797	0
PELO	0	0	0	0	0.623891340810388	0	0.641794140265392
UHMK1	0	0	0	0	0.404592929200212	0	0
TMEM33	0	0	0	0	0.389694082771711	0	0
MSL2	0	0	0	0	0.27947203390285	0	0
DDIT4	0	0	0	0	0.28381406216939	0	0
PPP3R1	0	0	0	0	0.343949006026625	0	0
MED17	0	0	0	0	0.321291442259587	0	0
RNF138	0	0	0	0	0.67204377739849	0	0
VBP1	0	0	0	0	0.472332590566439	0.558838021165684	0
ARID5A	0	0	0	0	0.303318441815305	0	0
CPNE3	0	0	0	0	0.28636288787583	0	0
RAD21	0	0	0	0	0.340507818827459	0.440570715263822	0
SLC24A1	0	0	0	0	0.352618194310803	0	0
ACADVL	0	0	0	0	0.483704034293693	0.772337308263605	0
P4HB	0	0	0	0	0.262771588145347	0	0
CCSER2	0	0	0	0	0.424653995713807	0	0
PPP2R1A	0	0	0	0	0.472761537513446	0	0
WTAP	0	0	0	0	0.319531666450762	0	0
ANAPC5	0	0	0	0	0.302556506532387	0	0
PSPC1	0	0	0	0	0.415130286437336	0	0
HPS1	0	0	0	0	0.481442804207978	0	0
PPT1	0	0	0	0	0.502266105863164	0.342597423493415	0
CRKL	0	0	0	0	0.391843044258455	0.300254768227134	0
UBA1	0	0	0	0	0.287212371699939	0	0
KIAA2026	0	0	0	0	0.534715778922638	0	0
RABL6	0	0	0	0	0.286673852602927	0.66658218375833	0
ZNF131	0	0	0	0	0.272426876073255	0	0
ARHGAP17	0	0	0	0	0.533470065225278	0	0
IFNAR1	0	0	0	0	0.472878251041192	0	0
CS	0	0	0	0	0.266036440291373	0.254172483815556	0
SF3A3	0	0	0	0	0.342533396933081	0.850086395003728	0
COPB2	0	0	0	0	0.287135285247934	0	0
AAK1	0	0	0	0	0.319591497803433	0	0
SEC61A1	0	0	0	0	0.437365310651212	0	0
TMEM248	0	0	0	0	0.339959601866783	0	0
RIF1	0	0	0	0	0.401815756446337	0	0
COPS2	0	0	0	0	0.871920138568175	0	0
GTPBP6	0	0	0	0	0.397704354544104	0	0
UBA3	0	0	0	0	0.533066178400891	0.474226254372015	0
POM121C	0	0	0	0	0.500941547717737	0	0
KIAA0101	0	0	0	0	0	3.93452442663388	2.00607089875095
ZWINT	0	0	0	0	0	3.89064641253463	1.95150812781544
MKI67	0	0	0	0	0	3.82398701765342	1.07450208561933
BIRC5	0	0	0	0	0	4.04827348972298	0
TK1	0	0	0	0	0	3.93064511995223	0
RRM2	0	0	0	0	0	4.49192683851143	0
AURKB	0	0	0	0	0	3.91265328913532	0
UBE2C	0	0	0	0	0	3.95556261077752	0
